Resume,Job Description,BERT Similarity,Missing Skills,Enhanced Resume Text
Nurse resume.pdf,Industrial engineer job description.docx,0.83845454454422,"['rockwell', 'outlook ability', 'fat', 'microsoft word', 'pto', 'education', 'excel', 'siemens', 'sat', 'parental', 'dental']","Akash
Objective
Deshpande
▪ Dedicated, service-focused professional seeking to transition into healthcare as a
Christian Colony Khadan
Akola, MH - India 444004 nursing assistant.
+91 82083 12450
▪ Reliable worker with the ability to learn new concepts and skills quickly.
akashdeshpande799@gmail.com
▪ Backed by a solid work history, reputation as a team player and passion for helping
others.
Work Experience (2+ years)
Staff Nurse
Jun 2020 – April 2021, DCH, GMC Akola
▪ Kicked off career with actively and especially on duty for and during the prime
pandemic time of COVID19, knowing full well of the risks that come with it.
▪ Assisted the institution in taking care of the quarantined and performing tests on the
incoming for the virus as well.
▪ Learned the value of life and having the power of saving lives, and still learning.
Staff Nurse
May 2021 – March 2022, Apex Cardiac Center, Akola
▪ Worked under Dr. Rohan S Bhagde on Cardio related cases.
Staff Nurse
May 2022 – Present, Lady Harding Hospital, Akola
▪ Handling Post Natal Care, organizing and managing Blood Donation camps.
▪ Specialized in Pathology Department, with collection and controlling Cell counter
machines.
Education
Year Course Institute
2012 SSC Noel English High School, Akola
2015 HSC Mt. Carmel Junior College, Akola
2019 B. Sc. Nursing Dr. Panjabrao Deshmukh Nursing Institute, Amravati
Skills
Skill Name Skill Level Experience
Quality Patient Care & Service Expert 2+ Years (& Ongoing)
Interpersonal Communications Expert 2+ Years (& Ongoing)
MS Office Intermediate 2+ Years (& Ongoing)
Additional Information
Availability Available for all shifts and extended hours
D. O. B. 25 October, 1995


---

🛠️ **Skills Added for Job Alignment:**
- rockwell
- outlook ability
- fat
- microsoft word
- pto
- education
- excel
- siemens
- sat
- parental
- dental"
Nurse resume.pdf,Industry manager job description.docx,0.8548263311386108,"['premium', 'lidar', 'tx', 'own', 'pto']","Akash
Objective
Deshpande
▪ Dedicated, service-focused professional seeking to transition into healthcare as a
Christian Colony Khadan
Akola, MH - India 444004 nursing assistant.
+91 82083 12450
▪ Reliable worker with the ability to learn new concepts and skills quickly.
akashdeshpande799@gmail.com
▪ Backed by a solid work history, reputation as a team player and passion for helping
others.
Work Experience (2+ years)
Staff Nurse
Jun 2020 – April 2021, DCH, GMC Akola
▪ Kicked off career with actively and especially on duty for and during the prime
pandemic time of COVID19, knowing full well of the risks that come with it.
▪ Assisted the institution in taking care of the quarantined and performing tests on the
incoming for the virus as well.
▪ Learned the value of life and having the power of saving lives, and still learning.
Staff Nurse
May 2021 – March 2022, Apex Cardiac Center, Akola
▪ Worked under Dr. Rohan S Bhagde on Cardio related cases.
Staff Nurse
May 2022 – Present, Lady Harding Hospital, Akola
▪ Handling Post Natal Care, organizing and managing Blood Donation camps.
▪ Specialized in Pathology Department, with collection and controlling Cell counter
machines.
Education
Year Course Institute
2012 SSC Noel English High School, Akola
2015 HSC Mt. Carmel Junior College, Akola
2019 B. Sc. Nursing Dr. Panjabrao Deshmukh Nursing Institute, Amravati
Skills
Skill Name Skill Level Experience
Quality Patient Care & Service Expert 2+ Years (& Ongoing)
Interpersonal Communications Expert 2+ Years (& Ongoing)
MS Office Intermediate 2+ Years (& Ongoing)
Additional Information
Availability Available for all shifts and extended hours
D. O. B. 25 October, 1995


---

🛠️ **Skills Added for Job Alignment:**
- premium
- lidar
- tx
- own
- pto"
Nurse resume.pdf,Mechanical engineering job description.docx,0.8783998489379883,"['premium', '3d', 'improve', 'success', 'evaluate', 'premium access', 'cad']","Akash
Objective
Deshpande
▪ Dedicated, service-focused professional seeking to transition into healthcare as a
Christian Colony Khadan
Akola, MH - India 444004 nursing assistant.
+91 82083 12450
▪ Reliable worker with the ability to learn new concepts and skills quickly.
akashdeshpande799@gmail.com
▪ Backed by a solid work history, reputation as a team player and passion for helping
others.
Work Experience (2+ years)
Staff Nurse
Jun 2020 – April 2021, DCH, GMC Akola
▪ Kicked off career with actively and especially on duty for and during the prime
pandemic time of COVID19, knowing full well of the risks that come with it.
▪ Assisted the institution in taking care of the quarantined and performing tests on the
incoming for the virus as well.
▪ Learned the value of life and having the power of saving lives, and still learning.
Staff Nurse
May 2021 – March 2022, Apex Cardiac Center, Akola
▪ Worked under Dr. Rohan S Bhagde on Cardio related cases.
Staff Nurse
May 2022 – Present, Lady Harding Hospital, Akola
▪ Handling Post Natal Care, organizing and managing Blood Donation camps.
▪ Specialized in Pathology Department, with collection and controlling Cell counter
machines.
Education
Year Course Institute
2012 SSC Noel English High School, Akola
2015 HSC Mt. Carmel Junior College, Akola
2019 B. Sc. Nursing Dr. Panjabrao Deshmukh Nursing Institute, Amravati
Skills
Skill Name Skill Level Experience
Quality Patient Care & Service Expert 2+ Years (& Ongoing)
Interpersonal Communications Expert 2+ Years (& Ongoing)
MS Office Intermediate 2+ Years (& Ongoing)
Additional Information
Availability Available for all shifts and extended hours
D. O. B. 25 October, 1995


---

🛠️ **Skills Added for Job Alignment:**
- premium
- 3d
- improve
- success
- evaluate
- premium access
- cad"
Nurse resume.pdf,Nurse job description.docx,0.8728914856910706,"['dea', 'premium', 'universal health', 'health', 'disability']","Akash
Objective
Deshpande
▪ Dedicated, service-focused professional seeking to transition into healthcare as a
Christian Colony Khadan
Akola, MH - India 444004 nursing assistant.
+91 82083 12450
▪ Reliable worker with the ability to learn new concepts and skills quickly.
akashdeshpande799@gmail.com
▪ Backed by a solid work history, reputation as a team player and passion for helping
others.
Work Experience (2+ years)
Staff Nurse
Jun 2020 – April 2021, DCH, GMC Akola
▪ Kicked off career with actively and especially on duty for and during the prime
pandemic time of COVID19, knowing full well of the risks that come with it.
▪ Assisted the institution in taking care of the quarantined and performing tests on the
incoming for the virus as well.
▪ Learned the value of life and having the power of saving lives, and still learning.
Staff Nurse
May 2021 – March 2022, Apex Cardiac Center, Akola
▪ Worked under Dr. Rohan S Bhagde on Cardio related cases.
Staff Nurse
May 2022 – Present, Lady Harding Hospital, Akola
▪ Handling Post Natal Care, organizing and managing Blood Donation camps.
▪ Specialized in Pathology Department, with collection and controlling Cell counter
machines.
Education
Year Course Institute
2012 SSC Noel English High School, Akola
2015 HSC Mt. Carmel Junior College, Akola
2019 B. Sc. Nursing Dr. Panjabrao Deshmukh Nursing Institute, Amravati
Skills
Skill Name Skill Level Experience
Quality Patient Care & Service Expert 2+ Years (& Ongoing)
Interpersonal Communications Expert 2+ Years (& Ongoing)
MS Office Intermediate 2+ Years (& Ongoing)
Additional Information
Availability Available for all shifts and extended hours
D. O. B. 25 October, 1995


---

🛠️ **Skills Added for Job Alignment:**
- dea
- premium
- universal health
- health
- disability"
Nurse resume.pdf,Physician job description.docx,0.8691821098327637,"['premium', 'board certified', 'llc']","Akash
Objective
Deshpande
▪ Dedicated, service-focused professional seeking to transition into healthcare as a
Christian Colony Khadan
Akola, MH - India 444004 nursing assistant.
+91 82083 12450
▪ Reliable worker with the ability to learn new concepts and skills quickly.
akashdeshpande799@gmail.com
▪ Backed by a solid work history, reputation as a team player and passion for helping
others.
Work Experience (2+ years)
Staff Nurse
Jun 2020 – April 2021, DCH, GMC Akola
▪ Kicked off career with actively and especially on duty for and during the prime
pandemic time of COVID19, knowing full well of the risks that come with it.
▪ Assisted the institution in taking care of the quarantined and performing tests on the
incoming for the virus as well.
▪ Learned the value of life and having the power of saving lives, and still learning.
Staff Nurse
May 2021 – March 2022, Apex Cardiac Center, Akola
▪ Worked under Dr. Rohan S Bhagde on Cardio related cases.
Staff Nurse
May 2022 – Present, Lady Harding Hospital, Akola
▪ Handling Post Natal Care, organizing and managing Blood Donation camps.
▪ Specialized in Pathology Department, with collection and controlling Cell counter
machines.
Education
Year Course Institute
2012 SSC Noel English High School, Akola
2015 HSC Mt. Carmel Junior College, Akola
2019 B. Sc. Nursing Dr. Panjabrao Deshmukh Nursing Institute, Amravati
Skills
Skill Name Skill Level Experience
Quality Patient Care & Service Expert 2+ Years (& Ongoing)
Interpersonal Communications Expert 2+ Years (& Ongoing)
MS Office Intermediate 2+ Years (& Ongoing)
Additional Information
Availability Available for all shifts and extended hours
D. O. B. 25 October, 1995


---

🛠️ **Skills Added for Job Alignment:**
- premium
- board certified
- llc"
physician resume.pdf,Assistant Project Manager Job Description.docx,0.24068115651607513,[],"

✅ Your resume already matches all the required skills!"
physician resume.pdf,Chemical Engineerieng job description.docx,0.2671741843223572,[],"

✅ Your resume already matches all the required skills!"
physician resume.pdf,Computer Science job description.docx,0.2831404209136963,[],"

✅ Your resume already matches all the required skills!"
physician resume.pdf,Industrial engineer job description.docx,0.2617693245410919,[],"

✅ Your resume already matches all the required skills!"
physician resume.pdf,Industry manager job description.docx,0.24244247376918793,[],"

✅ Your resume already matches all the required skills!"
physician resume.pdf,Mechanical engineering job description.docx,0.2543494701385498,[],"

✅ Your resume already matches all the required skills!"
physician resume.pdf,Nurse job description.docx,0.26728424429893494,[],"

✅ Your resume already matches all the required skills!"
physician resume.pdf,Physician job description.docx,0.27565905451774597,[],"

✅ Your resume already matches all the required skills!"
Travelers_Data_Engineer_Resume.docx,Assistant Project Manager Job Description.docx,0.8410371541976929,"['rfi’s', 'rai', 'project', 'pto', 'project closure collect']","Apurva Ravikar Chavan Phone: +1-203-410-4412 | Email: apurvachavan125@gmail.com | LinkedIn: https://www.linkedin.com/in/apurva-chavan-447b7a20b/ | GitHub: https://github.com/Apurva1205 Professional Summary Results-driven Data Engineer with 4.5+ years of experience specializing in data architecture, pipeline development, and big data processing. 
Expertise in SQL, Python, Spark, and cloud technologies (AWS/GCP) for large-scale data engineering solutions. Adept at building robust ETL workflows, 
optimizing data storage and retrieval, and enabling analytics through real-time and batch data processing. Seeking to leverage my expertise at Travelers 
as a Data Engineer II – Information Insights to drive enterprise-wide data transformation and enable intelligent business insights. Core Competencies 
- Big Data Processing: Expertise in Apache Spark, Hadoop, PySpark, SQL, and distributed data systems.
- ETL & Data Pipelines: Designing and optimizing batch and real-time ETL workflows for enterprise data transformation.
- Cloud Computing: Experience with AWS (S3, Lambda, Glue, EMR), GCP (BigQuery, Dataflow), Databricks.
- Data Architecture & Modeling: Building scalable data warehouses and lakehouse architectures for optimized analytics.
- Programming & Automation: Proficient in Python, SQL, Bash, and JavaScript for data processing and automation.
- Business & Data Insights: Partnering with stakeholders to enable data-driven decision-making with intuitive analytics.
 Education 
Master of Science in Data Science (Expected May 2025) – Tagliatela College of Engineering, University of New Haven (West Haven, CT)
GPA: 3.3/4.0 | Dean’s Scholarship (30% tuition)

Bachelor of Engineering in Information Technology (Graduated 2021) – Ramrao Adik Institute of Technology, University of Mumbai (Navi Mumbai, India)
GPA: 3.14/4.0
 Professional Experience Data Engineer | BRIDGEi2i Analytics Solutions – Mumbai, India (July 2021 – August 2023) 
- Designed and deployed scalable ETL pipelines for enterprise-wide data integration, improving data availability by 40%.
- Developed high-performance Spark-based batch and streaming data solutions for real-time business intelligence.
- Optimized data warehouses and lakehouse solutions on AWS, reducing query execution time by 30%.
- Built data ingestion frameworks using Python, SQL, and Apache Airflow, enhancing workflow efficiency.
- Collaborated with analytics and data science teams to deliver high-impact data solutions supporting predictive modeling.
 Software Engineering Intern | Suvidha Foundation – Nagpur, India (July 2022 – February 2023) 
- Built and maintained cloud-based data pipelines to process and analyze large transaction datasets.
- Assisted in ETL pipeline optimization, leading to a 20% improvement in data processing efficiency.
- Developed real-time dashboards to monitor data flow and processing, ensuring high availability.
 Software Development Intern | Analytics Edge Pvt. Ltd. – Pune, India (January 2020 – May 2020) 
- Created ETL workflows for structured and unstructured data, improving enterprise data accessibility.
- Worked with SQL and NoSQL databases to enhance data integration for business intelligence solutions.
 Project Experience Enterprise Data Lakehouse Implementation 
- Designed and implemented a cloud-based data lakehouse on AWS using S3, Glue, and Redshift.
- Optimized data partitioning and storage formats, reducing storage costs by 25%.
- Enabled seamless integration with enterprise analytics tools for improved decision-making.
 Real-time Data Processing for Transaction Insights 
- Developed a streaming data pipeline using Kafka and Spark to process real-time transactions.
- Built anomaly detection models to identify fraudulent transactions with 98% precision.
 Data Automation & Analytics Dashboards 
- Created automated data pipelines using Python and Apache Airflow, reducing manual intervention.
- Developed interactive dashboards with Tableau and Power BI to visualize key business metrics.
 Technical Skills 
- Programming & Scripting: Python, SQL, Bash, JavaScript
- Big Data & Cloud: Apache Spark, Hadoop, PySpark, Databricks, AWS, GCP
- ETL & Data Pipelines: Airflow, Kafka, Glue, Dataflow, Redshift
- Data Visualization: Tableau, Power BI, Matplotlib
- Databases: SQL, NoSQL, PostgreSQL, MongoDB
 Certifications 
- Google Cloud Professional Data Engineer (In Progress)
- AWS Certified Data Analytics – Specialty (In Progress)


---

🛠️ **Skills Added for Job Alignment:**
- rfi’s
- rai
- project
- pto
- project closure collect"
Travelers_Data_Engineer_Resume.docx,Chemical Engineerieng job description.docx,0.8844747543334961,"['premium', 'technical', 'iso', 'chemical process', 'tx']","Apurva Ravikar Chavan Phone: +1-203-410-4412 | Email: apurvachavan125@gmail.com | LinkedIn: https://www.linkedin.com/in/apurva-chavan-447b7a20b/ | GitHub: https://github.com/Apurva1205 Professional Summary Results-driven Data Engineer with 4.5+ years of experience specializing in data architecture, pipeline development, and big data processing. 
Expertise in SQL, Python, Spark, and cloud technologies (AWS/GCP) for large-scale data engineering solutions. Adept at building robust ETL workflows, 
optimizing data storage and retrieval, and enabling analytics through real-time and batch data processing. Seeking to leverage my expertise at Travelers 
as a Data Engineer II – Information Insights to drive enterprise-wide data transformation and enable intelligent business insights. Core Competencies 
- Big Data Processing: Expertise in Apache Spark, Hadoop, PySpark, SQL, and distributed data systems.
- ETL & Data Pipelines: Designing and optimizing batch and real-time ETL workflows for enterprise data transformation.
- Cloud Computing: Experience with AWS (S3, Lambda, Glue, EMR), GCP (BigQuery, Dataflow), Databricks.
- Data Architecture & Modeling: Building scalable data warehouses and lakehouse architectures for optimized analytics.
- Programming & Automation: Proficient in Python, SQL, Bash, and JavaScript for data processing and automation.
- Business & Data Insights: Partnering with stakeholders to enable data-driven decision-making with intuitive analytics.
 Education 
Master of Science in Data Science (Expected May 2025) – Tagliatela College of Engineering, University of New Haven (West Haven, CT)
GPA: 3.3/4.0 | Dean’s Scholarship (30% tuition)

Bachelor of Engineering in Information Technology (Graduated 2021) – Ramrao Adik Institute of Technology, University of Mumbai (Navi Mumbai, India)
GPA: 3.14/4.0
 Professional Experience Data Engineer | BRIDGEi2i Analytics Solutions – Mumbai, India (July 2021 – August 2023) 
- Designed and deployed scalable ETL pipelines for enterprise-wide data integration, improving data availability by 40%.
- Developed high-performance Spark-based batch and streaming data solutions for real-time business intelligence.
- Optimized data warehouses and lakehouse solutions on AWS, reducing query execution time by 30%.
- Built data ingestion frameworks using Python, SQL, and Apache Airflow, enhancing workflow efficiency.
- Collaborated with analytics and data science teams to deliver high-impact data solutions supporting predictive modeling.
 Software Engineering Intern | Suvidha Foundation – Nagpur, India (July 2022 – February 2023) 
- Built and maintained cloud-based data pipelines to process and analyze large transaction datasets.
- Assisted in ETL pipeline optimization, leading to a 20% improvement in data processing efficiency.
- Developed real-time dashboards to monitor data flow and processing, ensuring high availability.
 Software Development Intern | Analytics Edge Pvt. Ltd. – Pune, India (January 2020 – May 2020) 
- Created ETL workflows for structured and unstructured data, improving enterprise data accessibility.
- Worked with SQL and NoSQL databases to enhance data integration for business intelligence solutions.
 Project Experience Enterprise Data Lakehouse Implementation 
- Designed and implemented a cloud-based data lakehouse on AWS using S3, Glue, and Redshift.
- Optimized data partitioning and storage formats, reducing storage costs by 25%.
- Enabled seamless integration with enterprise analytics tools for improved decision-making.
 Real-time Data Processing for Transaction Insights 
- Developed a streaming data pipeline using Kafka and Spark to process real-time transactions.
- Built anomaly detection models to identify fraudulent transactions with 98% precision.
 Data Automation & Analytics Dashboards 
- Created automated data pipelines using Python and Apache Airflow, reducing manual intervention.
- Developed interactive dashboards with Tableau and Power BI to visualize key business metrics.
 Technical Skills 
- Programming & Scripting: Python, SQL, Bash, JavaScript
- Big Data & Cloud: Apache Spark, Hadoop, PySpark, Databricks, AWS, GCP
- ETL & Data Pipelines: Airflow, Kafka, Glue, Dataflow, Redshift
- Data Visualization: Tableau, Power BI, Matplotlib
- Databases: SQL, NoSQL, PostgreSQL, MongoDB
 Certifications 
- Google Cloud Professional Data Engineer (In Progress)
- AWS Certified Data Analytics – Specialty (In Progress)


---

🛠️ **Skills Added for Job Alignment:**
- premium
- technical
- iso
- chemical process
- tx"
Travelers_Data_Engineer_Resume.docx,Computer Science job description.docx,0.8898472785949707,"['healthcare', 'premium', 'linux', 'dental']","Apurva Ravikar Chavan Phone: +1-203-410-4412 | Email: apurvachavan125@gmail.com | LinkedIn: https://www.linkedin.com/in/apurva-chavan-447b7a20b/ | GitHub: https://github.com/Apurva1205 Professional Summary Results-driven Data Engineer with 4.5+ years of experience specializing in data architecture, pipeline development, and big data processing. 
Expertise in SQL, Python, Spark, and cloud technologies (AWS/GCP) for large-scale data engineering solutions. Adept at building robust ETL workflows, 
optimizing data storage and retrieval, and enabling analytics through real-time and batch data processing. Seeking to leverage my expertise at Travelers 
as a Data Engineer II – Information Insights to drive enterprise-wide data transformation and enable intelligent business insights. Core Competencies 
- Big Data Processing: Expertise in Apache Spark, Hadoop, PySpark, SQL, and distributed data systems.
- ETL & Data Pipelines: Designing and optimizing batch and real-time ETL workflows for enterprise data transformation.
- Cloud Computing: Experience with AWS (S3, Lambda, Glue, EMR), GCP (BigQuery, Dataflow), Databricks.
- Data Architecture & Modeling: Building scalable data warehouses and lakehouse architectures for optimized analytics.
- Programming & Automation: Proficient in Python, SQL, Bash, and JavaScript for data processing and automation.
- Business & Data Insights: Partnering with stakeholders to enable data-driven decision-making with intuitive analytics.
 Education 
Master of Science in Data Science (Expected May 2025) – Tagliatela College of Engineering, University of New Haven (West Haven, CT)
GPA: 3.3/4.0 | Dean’s Scholarship (30% tuition)

Bachelor of Engineering in Information Technology (Graduated 2021) – Ramrao Adik Institute of Technology, University of Mumbai (Navi Mumbai, India)
GPA: 3.14/4.0
 Professional Experience Data Engineer | BRIDGEi2i Analytics Solutions – Mumbai, India (July 2021 – August 2023) 
- Designed and deployed scalable ETL pipelines for enterprise-wide data integration, improving data availability by 40%.
- Developed high-performance Spark-based batch and streaming data solutions for real-time business intelligence.
- Optimized data warehouses and lakehouse solutions on AWS, reducing query execution time by 30%.
- Built data ingestion frameworks using Python, SQL, and Apache Airflow, enhancing workflow efficiency.
- Collaborated with analytics and data science teams to deliver high-impact data solutions supporting predictive modeling.
 Software Engineering Intern | Suvidha Foundation – Nagpur, India (July 2022 – February 2023) 
- Built and maintained cloud-based data pipelines to process and analyze large transaction datasets.
- Assisted in ETL pipeline optimization, leading to a 20% improvement in data processing efficiency.
- Developed real-time dashboards to monitor data flow and processing, ensuring high availability.
 Software Development Intern | Analytics Edge Pvt. Ltd. – Pune, India (January 2020 – May 2020) 
- Created ETL workflows for structured and unstructured data, improving enterprise data accessibility.
- Worked with SQL and NoSQL databases to enhance data integration for business intelligence solutions.
 Project Experience Enterprise Data Lakehouse Implementation 
- Designed and implemented a cloud-based data lakehouse on AWS using S3, Glue, and Redshift.
- Optimized data partitioning and storage formats, reducing storage costs by 25%.
- Enabled seamless integration with enterprise analytics tools for improved decision-making.
 Real-time Data Processing for Transaction Insights 
- Developed a streaming data pipeline using Kafka and Spark to process real-time transactions.
- Built anomaly detection models to identify fraudulent transactions with 98% precision.
 Data Automation & Analytics Dashboards 
- Created automated data pipelines using Python and Apache Airflow, reducing manual intervention.
- Developed interactive dashboards with Tableau and Power BI to visualize key business metrics.
 Technical Skills 
- Programming & Scripting: Python, SQL, Bash, JavaScript
- Big Data & Cloud: Apache Spark, Hadoop, PySpark, Databricks, AWS, GCP
- ETL & Data Pipelines: Airflow, Kafka, Glue, Dataflow, Redshift
- Data Visualization: Tableau, Power BI, Matplotlib
- Databases: SQL, NoSQL, PostgreSQL, MongoDB
 Certifications 
- Google Cloud Professional Data Engineer (In Progress)
- AWS Certified Data Analytics – Specialty (In Progress)


---

🛠️ **Skills Added for Job Alignment:**
- healthcare
- premium
- linux
- dental"
Travelers_Data_Engineer_Resume.docx,Industrial engineer job description.docx,0.8781828284263611,"['hmi', 'perks', 'rockwell', 'outlook ability', 'fat', 'pto', 'education', 'excel', 'siemens', 'sat', 'parental', 'scada', 'dental']","Apurva Ravikar Chavan Phone: +1-203-410-4412 | Email: apurvachavan125@gmail.com | LinkedIn: https://www.linkedin.com/in/apurva-chavan-447b7a20b/ | GitHub: https://github.com/Apurva1205 Professional Summary Results-driven Data Engineer with 4.5+ years of experience specializing in data architecture, pipeline development, and big data processing. 
Expertise in SQL, Python, Spark, and cloud technologies (AWS/GCP) for large-scale data engineering solutions. Adept at building robust ETL workflows, 
optimizing data storage and retrieval, and enabling analytics through real-time and batch data processing. Seeking to leverage my expertise at Travelers 
as a Data Engineer II – Information Insights to drive enterprise-wide data transformation and enable intelligent business insights. Core Competencies 
- Big Data Processing: Expertise in Apache Spark, Hadoop, PySpark, SQL, and distributed data systems.
- ETL & Data Pipelines: Designing and optimizing batch and real-time ETL workflows for enterprise data transformation.
- Cloud Computing: Experience with AWS (S3, Lambda, Glue, EMR), GCP (BigQuery, Dataflow), Databricks.
- Data Architecture & Modeling: Building scalable data warehouses and lakehouse architectures for optimized analytics.
- Programming & Automation: Proficient in Python, SQL, Bash, and JavaScript for data processing and automation.
- Business & Data Insights: Partnering with stakeholders to enable data-driven decision-making with intuitive analytics.
 Education 
Master of Science in Data Science (Expected May 2025) – Tagliatela College of Engineering, University of New Haven (West Haven, CT)
GPA: 3.3/4.0 | Dean’s Scholarship (30% tuition)

Bachelor of Engineering in Information Technology (Graduated 2021) – Ramrao Adik Institute of Technology, University of Mumbai (Navi Mumbai, India)
GPA: 3.14/4.0
 Professional Experience Data Engineer | BRIDGEi2i Analytics Solutions – Mumbai, India (July 2021 – August 2023) 
- Designed and deployed scalable ETL pipelines for enterprise-wide data integration, improving data availability by 40%.
- Developed high-performance Spark-based batch and streaming data solutions for real-time business intelligence.
- Optimized data warehouses and lakehouse solutions on AWS, reducing query execution time by 30%.
- Built data ingestion frameworks using Python, SQL, and Apache Airflow, enhancing workflow efficiency.
- Collaborated with analytics and data science teams to deliver high-impact data solutions supporting predictive modeling.
 Software Engineering Intern | Suvidha Foundation – Nagpur, India (July 2022 – February 2023) 
- Built and maintained cloud-based data pipelines to process and analyze large transaction datasets.
- Assisted in ETL pipeline optimization, leading to a 20% improvement in data processing efficiency.
- Developed real-time dashboards to monitor data flow and processing, ensuring high availability.
 Software Development Intern | Analytics Edge Pvt. Ltd. – Pune, India (January 2020 – May 2020) 
- Created ETL workflows for structured and unstructured data, improving enterprise data accessibility.
- Worked with SQL and NoSQL databases to enhance data integration for business intelligence solutions.
 Project Experience Enterprise Data Lakehouse Implementation 
- Designed and implemented a cloud-based data lakehouse on AWS using S3, Glue, and Redshift.
- Optimized data partitioning and storage formats, reducing storage costs by 25%.
- Enabled seamless integration with enterprise analytics tools for improved decision-making.
 Real-time Data Processing for Transaction Insights 
- Developed a streaming data pipeline using Kafka and Spark to process real-time transactions.
- Built anomaly detection models to identify fraudulent transactions with 98% precision.
 Data Automation & Analytics Dashboards 
- Created automated data pipelines using Python and Apache Airflow, reducing manual intervention.
- Developed interactive dashboards with Tableau and Power BI to visualize key business metrics.
 Technical Skills 
- Programming & Scripting: Python, SQL, Bash, JavaScript
- Big Data & Cloud: Apache Spark, Hadoop, PySpark, Databricks, AWS, GCP
- ETL & Data Pipelines: Airflow, Kafka, Glue, Dataflow, Redshift
- Data Visualization: Tableau, Power BI, Matplotlib
- Databases: SQL, NoSQL, PostgreSQL, MongoDB
 Certifications 
- Google Cloud Professional Data Engineer (In Progress)
- AWS Certified Data Analytics – Specialty (In Progress)


---

🛠️ **Skills Added for Job Alignment:**
- hmi
- perks
- rockwell
- outlook ability
- fat
- pto
- education
- excel
- siemens
- sat
- parental
- scada
- dental"
Travelers_Data_Engineer_Resume.docx,Industry manager job description.docx,0.9007017612457275,"['premium', 'lidar', 'tx', 'own', 'pto']","Apurva Ravikar Chavan Phone: +1-203-410-4412 | Email: apurvachavan125@gmail.com | LinkedIn: https://www.linkedin.com/in/apurva-chavan-447b7a20b/ | GitHub: https://github.com/Apurva1205 Professional Summary Results-driven Data Engineer with 4.5+ years of experience specializing in data architecture, pipeline development, and big data processing. 
Expertise in SQL, Python, Spark, and cloud technologies (AWS/GCP) for large-scale data engineering solutions. Adept at building robust ETL workflows, 
optimizing data storage and retrieval, and enabling analytics through real-time and batch data processing. Seeking to leverage my expertise at Travelers 
as a Data Engineer II – Information Insights to drive enterprise-wide data transformation and enable intelligent business insights. Core Competencies 
- Big Data Processing: Expertise in Apache Spark, Hadoop, PySpark, SQL, and distributed data systems.
- ETL & Data Pipelines: Designing and optimizing batch and real-time ETL workflows for enterprise data transformation.
- Cloud Computing: Experience with AWS (S3, Lambda, Glue, EMR), GCP (BigQuery, Dataflow), Databricks.
- Data Architecture & Modeling: Building scalable data warehouses and lakehouse architectures for optimized analytics.
- Programming & Automation: Proficient in Python, SQL, Bash, and JavaScript for data processing and automation.
- Business & Data Insights: Partnering with stakeholders to enable data-driven decision-making with intuitive analytics.
 Education 
Master of Science in Data Science (Expected May 2025) – Tagliatela College of Engineering, University of New Haven (West Haven, CT)
GPA: 3.3/4.0 | Dean’s Scholarship (30% tuition)

Bachelor of Engineering in Information Technology (Graduated 2021) – Ramrao Adik Institute of Technology, University of Mumbai (Navi Mumbai, India)
GPA: 3.14/4.0
 Professional Experience Data Engineer | BRIDGEi2i Analytics Solutions – Mumbai, India (July 2021 – August 2023) 
- Designed and deployed scalable ETL pipelines for enterprise-wide data integration, improving data availability by 40%.
- Developed high-performance Spark-based batch and streaming data solutions for real-time business intelligence.
- Optimized data warehouses and lakehouse solutions on AWS, reducing query execution time by 30%.
- Built data ingestion frameworks using Python, SQL, and Apache Airflow, enhancing workflow efficiency.
- Collaborated with analytics and data science teams to deliver high-impact data solutions supporting predictive modeling.
 Software Engineering Intern | Suvidha Foundation – Nagpur, India (July 2022 – February 2023) 
- Built and maintained cloud-based data pipelines to process and analyze large transaction datasets.
- Assisted in ETL pipeline optimization, leading to a 20% improvement in data processing efficiency.
- Developed real-time dashboards to monitor data flow and processing, ensuring high availability.
 Software Development Intern | Analytics Edge Pvt. Ltd. – Pune, India (January 2020 – May 2020) 
- Created ETL workflows for structured and unstructured data, improving enterprise data accessibility.
- Worked with SQL and NoSQL databases to enhance data integration for business intelligence solutions.
 Project Experience Enterprise Data Lakehouse Implementation 
- Designed and implemented a cloud-based data lakehouse on AWS using S3, Glue, and Redshift.
- Optimized data partitioning and storage formats, reducing storage costs by 25%.
- Enabled seamless integration with enterprise analytics tools for improved decision-making.
 Real-time Data Processing for Transaction Insights 
- Developed a streaming data pipeline using Kafka and Spark to process real-time transactions.
- Built anomaly detection models to identify fraudulent transactions with 98% precision.
 Data Automation & Analytics Dashboards 
- Created automated data pipelines using Python and Apache Airflow, reducing manual intervention.
- Developed interactive dashboards with Tableau and Power BI to visualize key business metrics.
 Technical Skills 
- Programming & Scripting: Python, SQL, Bash, JavaScript
- Big Data & Cloud: Apache Spark, Hadoop, PySpark, Databricks, AWS, GCP
- ETL & Data Pipelines: Airflow, Kafka, Glue, Dataflow, Redshift
- Data Visualization: Tableau, Power BI, Matplotlib
- Databases: SQL, NoSQL, PostgreSQL, MongoDB
 Certifications 
- Google Cloud Professional Data Engineer (In Progress)
- AWS Certified Data Analytics – Specialty (In Progress)


---

🛠️ **Skills Added for Job Alignment:**
- premium
- lidar
- tx
- own
- pto"
